                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    468,                 0.5164,                0.30423,                0.88389,                0.99473,                      1,                  0.995,                0.65802,                 1.3893,                0.41446,                 1.3594,             8.5903e-05,             8.5903e-05,             8.5903e-05
                    469,                0.52701,                0.29046,                0.89264,                0.99473,                      1,                  0.995,                0.65802,                 1.3893,                0.41446,                 1.3594,             8.3703e-05,             8.3703e-05,             8.3703e-05
                    470,                0.49673,                0.27643,                0.88115,                0.99468,                      1,                  0.995,                0.66653,                 1.3574,                0.40644,                 1.3333,             8.1503e-05,             8.1503e-05,             8.1503e-05
                    471,                0.52548,                0.31597,                0.90728,                0.99461,                      1,                  0.995,                0.66839,                 1.3337,                0.39824,                 1.3194,             7.9303e-05,             7.9303e-05,             7.9303e-05
                    472,                0.49952,                 0.2896,                0.87462,                0.99454,                      1,                  0.995,                 0.6718,                 1.3233,                0.39938,                  1.315,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    473,                0.50237,                0.28935,                0.87067,                0.99454,                      1,                  0.995,                 0.6718,                 1.3233,                0.39938,                  1.315,             7.4904e-05,             7.4904e-05,             7.4904e-05
                    474,                0.52591,                0.31077,                0.89513,                0.99466,                      1,                  0.995,                0.67032,                 1.3275,                0.40546,                 1.3193,             7.2704e-05,             7.2704e-05,             7.2704e-05
                    475,                0.51794,                0.28914,                0.89202,                0.99471,                      1,                  0.995,                0.66631,                 1.3437,                0.41162,                 1.3346,             7.0504e-05,             7.0504e-05,             7.0504e-05
                    476,                0.55381,                0.32139,                0.91723,                0.99482,                      1,                  0.995,                0.65991,                 1.3621,                0.41093,                 1.3499,             6.8304e-05,             6.8304e-05,             6.8304e-05
                    477,                0.50973,                0.29497,                0.88059,                0.99482,                      1,                  0.995,                0.65991,                 1.3621,                0.41093,                 1.3499,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    478,                0.48707,                0.27904,                0.85925,                0.99488,                      1,                  0.995,                0.65871,                 1.3751,                0.41538,                 1.3591,             6.3905e-05,             6.3905e-05,             6.3905e-05
                    479,                0.49031,                 0.2711,                0.88359,                0.99484,                      1,                  0.995,                 0.6575,                 1.3822,                0.41272,                 1.3602,             6.1705e-05,             6.1705e-05,             6.1705e-05
                    480,                0.49183,                0.29445,                 0.8699,                0.99466,                      1,                  0.995,                0.66007,                 1.3823,                0.41262,                 1.3577,             5.9505e-05,             5.9505e-05,             5.9505e-05
                    481,                0.48948,                0.28569,                0.87125,                0.99466,                      1,                  0.995,                0.66007,                 1.3823,                0.41262,                 1.3577,             5.7305e-05,             5.7305e-05,             5.7305e-05
                    482,                0.52524,                 0.3186,                0.88331,                0.99458,                      1,                  0.995,                0.66032,                 1.3753,                0.41046,                 1.3496,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    483,                0.54577,                0.28929,                0.90214,                0.99452,                      1,                  0.995,                0.66215,                 1.3645,                 0.4097,                  1.341,             5.2906e-05,             5.2906e-05,             5.2906e-05
                    484,                0.53742,                0.32346,                0.90196,                0.99447,                      1,                  0.995,                0.66787,                 1.3544,                0.40947,                 1.3381,             5.0706e-05,             5.0706e-05,             5.0706e-05
                    485,                 0.5357,                0.30969,                0.88963,                0.99447,                      1,                  0.995,                0.66787,                 1.3544,                0.40947,                 1.3381,             4.8506e-05,             4.8506e-05,             4.8506e-05
                    486,                0.48875,                0.29663,                0.87653,                0.99436,                      1,                  0.995,                0.66671,                 1.3442,                0.41035,                 1.3347,             4.6306e-05,             4.6306e-05,             4.6306e-05
                    487,                0.49465,                0.29062,                0.88839,                 0.9943,                      1,                  0.995,                0.67014,                 1.3431,                 0.4087,                 1.3382,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    488,                0.51743,                0.31747,                0.89101,                0.99432,                      1,                  0.995,                0.66862,                 1.3442,                0.40917,                 1.3423,             4.1907e-05,             4.1907e-05,             4.1907e-05
                    489,                0.49173,                0.30835,                0.87651,                0.99432,                      1,                  0.995,                0.66862,                 1.3442,                0.40917,                 1.3423,             3.9707e-05,             3.9707e-05,             3.9707e-05
                    490,                0.48527,                0.29609,                0.88118,                0.99444,                      1,                  0.995,                 0.6698,                 1.3463,                0.41104,                 1.3459,             3.7507e-05,             3.7507e-05,             3.7507e-05
                    491,                0.47477,                0.27828,                0.84749,                0.99468,                      1,                  0.995,                0.66225,                 1.3491,                0.41078,                 1.3529,             3.5308e-05,             3.5308e-05,             3.5308e-05
                    492,                0.48743,                0.28389,                0.87916,                0.99469,                      1,                  0.995,                0.66569,                 1.3524,                0.40965,                 1.3635,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    493,                0.44382,                0.23946,                0.87927,                0.99469,                      1,                  0.995,                0.66569,                 1.3524,                0.40965,                 1.3635,             3.0908e-05,             3.0908e-05,             3.0908e-05
                    494,                0.42289,                0.24477,                 0.8355,                 0.9943,                      1,                  0.995,                0.66046,                 1.3592,                0.41084,                 1.3751,             2.8708e-05,             2.8708e-05,             2.8708e-05
                    495,                0.48014,                0.25095,                0.88022,                0.99357,                      1,                  0.995,                0.65866,                 1.3636,                0.41158,                 1.3856,             2.6508e-05,             2.6508e-05,             2.6508e-05
                    496,                0.44725,                0.25587,                0.85087,                 0.9928,                      1,                  0.995,                0.65409,                 1.3719,                0.40808,                 1.3985,             2.4309e-05,             2.4309e-05,             2.4309e-05
                    497,                0.45366,                 0.2557,                0.85094,                 0.9928,                      1,                  0.995,                0.65409,                 1.3719,                0.40808,                 1.3985,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    498,                0.44606,                0.26202,                0.85923,                0.99234,                      1,                  0.995,                0.65174,                 1.3769,                0.41048,                 1.4071,             1.9909e-05,             1.9909e-05,             1.9909e-05
                    499,                0.42738,                0.24807,                0.84527,                0.99189,                      1,                  0.995,                0.65515,                 1.3798,                0.41035,                 1.4145,             1.7709e-05,             1.7709e-05,             1.7709e-05
                    500,                0.44327,                0.24395,                0.84927,                0.99124,                      1,                  0.995,                0.65723,                 1.3795,                0.40806,                 1.4164,              1.551e-05,              1.551e-05,              1.551e-05
