                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.68683,                0.38382,                0.93337,                0.99142,                      1,                  0.995,                0.64859,                 1.3891,                0.40866,                 1.3358,             0.00043787,             0.00043787,             0.00043787
                    309,                0.65945,                0.35148,                0.93086,                0.99142,                      1,                  0.995,                0.64859,                 1.3891,                0.40866,                 1.3358,             0.00043567,             0.00043567,             0.00043567
                    310,                 0.6398,                0.33206,                 0.9107,                0.99164,                      1,                  0.995,                0.62269,                 1.4311,                 0.4259,                 1.3857,             0.00043347,             0.00043347,             0.00043347
                    311,                0.63713,                0.35854,                0.91043,                0.99283,                      1,                  0.995,                0.62658,                 1.4527,                0.44482,                 1.4116,             0.00043127,             0.00043127,             0.00043127
                    312,                0.66546,                0.35461,                0.93457,                0.99179,                      1,                  0.995,                0.64136,                 1.4229,                0.43964,                 1.3755,             0.00042907,             0.00042907,             0.00042907
                    313,                0.59978,                0.34121,                0.89611,                0.99179,                      1,                  0.995,                0.64136,                 1.4229,                0.43964,                 1.3755,             0.00042687,             0.00042687,             0.00042687
                    314,                0.71597,                0.37227,                0.93568,                0.99076,                      1,                  0.995,                0.64816,                 1.3959,                0.42895,                 1.3381,             0.00042467,             0.00042467,             0.00042467
                    315,                0.68753,                0.35793,                0.93163,                0.99101,                      1,                  0.995,                0.65106,                 1.3595,                0.41671,                  1.307,             0.00042247,             0.00042247,             0.00042247
                    316,                0.62019,                 0.3295,                0.90866,                0.99233,                      1,                  0.995,                0.66012,                 1.3399,                0.41386,                 1.2855,             0.00042027,             0.00042027,             0.00042027
                    317,                0.59572,                0.34426,                0.88952,                0.99233,                      1,                  0.995,                0.66012,                 1.3399,                0.41386,                 1.2855,             0.00041807,             0.00041807,             0.00041807
                    318,                0.59656,                0.35118,                0.89681,                0.98943,                      1,                  0.995,                0.65618,                 1.3536,                 0.4187,                 1.2876,             0.00041587,             0.00041587,             0.00041587
                    319,                 0.5864,                0.32424,                0.89985,                0.98434,                0.97814,                  0.995,                0.64195,                 1.3739,                 0.4375,                 1.3009,             0.00041367,             0.00041367,             0.00041367
                    320,                0.64859,                0.38842,                0.94893,                0.98401,                0.97806,                  0.995,                0.63723,                 1.3866,                0.44262,                 1.3037,             0.00041147,             0.00041147,             0.00041147
                    321,                0.60774,                0.33138,                0.91433,                0.98401,                0.97806,                  0.995,                0.63723,                 1.3866,                0.44262,                 1.3037,             0.00040927,             0.00040927,             0.00040927
                    322,                0.61373,                0.33691,                0.88535,                0.99026,                0.98146,                  0.995,                0.64524,                  1.394,                 0.4364,                 1.3164,             0.00040707,             0.00040707,             0.00040707
                    323,                0.63201,                0.34583,                0.88203,                0.98804,                0.99991,                  0.995,                0.64607,                 1.3955,                0.42412,                 1.3334,             0.00040487,             0.00040487,             0.00040487
                    324,                0.63268,                0.35344,                0.92667,                0.99416,                      1,                  0.995,                0.64545,                 1.4023,                 0.4176,                 1.3441,             0.00040267,             0.00040267,             0.00040267
                    325,                0.58317,                0.33183,                0.88245,                0.99416,                      1,                  0.995,                0.64545,                 1.4023,                 0.4176,                 1.3441,             0.00040047,             0.00040047,             0.00040047
                    326,                0.63384,                 0.3526,                 0.9275,                0.99394,                      1,                  0.995,                0.64113,                 1.4399,                 0.4261,                 1.3758,             0.00039827,             0.00039827,             0.00039827
                    327,                 0.5949,                0.32552,                0.90262,                0.99088,                      1,                  0.995,                0.62725,                 1.4502,                 0.4244,                 1.3965,             0.00039607,             0.00039607,             0.00039607
                    328,                0.64694,                 0.3717,                0.94442,                0.98526,                      1,                  0.995,                0.62629,                 1.4712,                0.43001,                 1.4165,             0.00039387,             0.00039387,             0.00039387
                    329,                0.63229,                0.32964,                0.92773,                0.98526,                      1,                  0.995,                0.62629,                 1.4712,                0.43001,                 1.4165,             0.00039167,             0.00039167,             0.00039167
                    330,                0.63917,                0.35425,                0.91941,                0.97179,                0.99904,                  0.995,                 0.6254,                 1.4629,                0.44277,                 1.4114,             0.00038947,             0.00038947,             0.00038947
                    331,                0.70274,                0.35655,                0.93922,                0.97222,                0.98806,                  0.995,                0.64174,                 1.4419,                 0.4574,                 1.3942,             0.00038727,             0.00038727,             0.00038727
                    332,                0.64706,                0.35365,                0.91797,                0.97181,                0.98838,                  0.995,                 0.6456,                 1.3951,                0.44296,                 1.3547,             0.00038507,             0.00038507,             0.00038507
                    333,                0.64454,                0.38617,                0.90096,                0.97181,                0.98838,                  0.995,                 0.6456,                 1.3951,                0.44296,                 1.3547,             0.00038287,             0.00038287,             0.00038287
                    334,                0.61339,                0.34852,                0.88337,                0.98662,                      1,                  0.995,                0.64207,                 1.3704,                0.42314,                 1.3495,             0.00038067,             0.00038067,             0.00038067
                    335,                0.63626,                0.33961,                0.88623,                 0.9939,                      1,                  0.995,                0.65642,                 1.3425,                0.40691,                 1.3441,             0.00037847,             0.00037847,             0.00037847
                    336,                0.75289,                0.37498,                0.98059,                0.99211,                      1,                  0.995,                0.67689,                 1.3283,                0.39729,                 1.3372,             0.00037627,             0.00037627,             0.00037627
                    337,                0.63091,                0.36449,                 0.9207,                0.99211,                      1,                  0.995,                0.67689,                 1.3283,                0.39729,                 1.3372,             0.00037407,             0.00037407,             0.00037407
                    338,                0.63873,                0.35084,                0.90396,                0.99002,                      1,                  0.995,                0.66951,                 1.3554,                0.39902,                 1.3544,             0.00037187,             0.00037187,             0.00037187
                    339,                0.62703,                 0.3355,                0.92089,                 0.9878,                0.99755,                  0.995,                0.64362,                 1.4227,                0.41495,                 1.4151,             0.00036967,             0.00036967,             0.00036967
                    340,                0.62427,                 0.3311,                0.91778,                0.99066,                      1,                  0.995,                 0.6262,                 1.4754,                0.42048,                  1.467,             0.00036747,             0.00036747,             0.00036747
                    341,                0.58577,                0.32395,                 0.8957,                0.99066,                      1,                  0.995,                 0.6262,                 1.4754,                0.42048,                  1.467,             0.00036527,             0.00036527,             0.00036527
                    342,                0.62668,                0.34543,                 0.9204,                0.99224,                      1,                  0.995,                0.62227,                 1.4858,                0.42735,                 1.4794,             0.00036307,             0.00036307,             0.00036307
                    343,                0.66556,                0.36157,                0.94733,                0.99222,                      1,                  0.995,                0.63292,                 1.4554,                0.43557,                  1.456,             0.00036088,             0.00036088,             0.00036088
                    344,                0.57014,                0.31858,                0.87564,                 0.9919,                      1,                  0.995,                0.63918,                 1.4002,                0.43069,                 1.4007,             0.00035868,             0.00035868,             0.00035868
                    345,                0.60254,                0.33869,                0.88717,                 0.9919,                      1,                  0.995,                0.63918,                 1.4002,                0.43069,                 1.4007,             0.00035648,             0.00035648,             0.00035648
                    346,                0.62985,                0.35551,                0.91344,                0.98742,                0.99426,                  0.995,                0.66332,                 1.3606,                0.42953,                 1.3512,             0.00035428,             0.00035428,             0.00035428
                    347,                0.59714,                0.33597,                0.90961,                0.98987,                 0.9868,                  0.995,                0.66384,                  1.357,                0.44284,                 1.3285,             0.00035208,             0.00035208,             0.00035208
                    348,                0.59367,                0.30856,                0.87971,                0.99387,                0.99913,                  0.995,                0.65615,                 1.3747,                0.43534,                 1.3378,             0.00034988,             0.00034988,             0.00034988
                    349,                0.57336,                 0.3197,                0.89238,                0.99387,                0.99913,                  0.995,                0.65615,                 1.3747,                0.43534,                 1.3378,             0.00034768,             0.00034768,             0.00034768
                    350,                0.56664,                0.31248,                 0.8689,                0.99389,                      1,                  0.995,                0.64656,                 1.4037,                0.44508,                 1.3789,             0.00034548,             0.00034548,             0.00034548
                    351,                 0.5564,                0.30541,                0.90554,                0.99393,                      1,                  0.995,                0.64373,                 1.4373,                0.44116,                  1.405,             0.00034328,             0.00034328,             0.00034328
                    352,                0.63373,                0.35858,                0.91738,                0.99387,                      1,                  0.995,                0.63911,                 1.4328,                0.43541,                 1.3949,             0.00034108,             0.00034108,             0.00034108
                    353,                0.56157,                0.31958,                0.88429,                0.99387,                      1,                  0.995,                0.63911,                 1.4328,                0.43541,                 1.3949,             0.00033888,             0.00033888,             0.00033888
                    354,                0.53551,                0.30771,                0.88339,                0.99281,                      1,                  0.995,                0.64928,                 1.3996,                0.42306,                 1.3544,             0.00033668,             0.00033668,             0.00033668
                    355,                0.56146,                0.33357,                0.90369,                0.99331,                      1,                  0.995,                0.66353,                 1.4014,                0.41527,                 1.3445,             0.00033448,             0.00033448,             0.00033448
                    356,                0.55808,                0.31177,                0.90009,                 0.9934,                      1,                  0.995,                0.64915,                 1.4108,                0.41631,                  1.351,             0.00033228,             0.00033228,             0.00033228
                    357,                0.55563,                0.31672,                0.89917,                 0.9934,                      1,                  0.995,                0.64915,                 1.4108,                0.41631,                  1.351,             0.00033008,             0.00033008,             0.00033008
                    358,                0.51797,                0.30307,                0.87933,                0.99269,                      1,                  0.995,                0.66137,                 1.4013,                0.41081,                 1.3504,             0.00032788,             0.00032788,             0.00032788
                    359,                0.55454,                0.32259,                0.89004,                 0.9825,                0.99575,                  0.995,                0.66094,                 1.3983,                0.41956,                 1.3582,             0.00032568,             0.00032568,             0.00032568
                    360,                 0.4865,                0.28447,                0.84586,                0.98444,                0.99642,                  0.995,                0.67254,                 1.3699,                 0.4202,                  1.334,             0.00032348,             0.00032348,             0.00032348
                    361,                0.55717,                0.33532,                0.92789,                0.98444,                0.99642,                  0.995,                0.67254,                 1.3699,                 0.4202,                  1.334,             0.00032128,             0.00032128,             0.00032128
                    362,                0.53355,                0.31979,                0.86737,                0.99146,                      1,                  0.995,                0.68071,                 1.3321,                0.41203,                 1.2964,             0.00031908,             0.00031908,             0.00031908
                    363,                0.54117,                0.29914,                0.87336,                0.99366,                      1,                  0.995,                 0.6815,                  1.311,                0.40069,                   1.27,             0.00031688,             0.00031688,             0.00031688
                    364,                0.56939,                0.31715,                0.90487,                0.99349,                      1,                  0.995,                0.67534,                 1.3217,                0.39954,                 1.2755,             0.00031468,             0.00031468,             0.00031468
                    365,                0.56481,                0.33141,                0.90125,                0.99349,                      1,                  0.995,                0.67534,                 1.3217,                0.39954,                 1.2755,             0.00031248,             0.00031248,             0.00031248
                    366,                0.54377,                0.29661,                0.87727,                 0.9926,                      1,                  0.995,                0.66306,                 1.3565,                0.40699,                 1.3077,             0.00031028,             0.00031028,             0.00031028
                    367,                0.52034,                0.29805,                0.88314,                0.99251,                      1,                  0.995,                0.65472,                 1.4012,                0.41782,                 1.3518,             0.00030808,             0.00030808,             0.00030808
                    368,                0.53228,                0.30566,                0.87559,                0.99239,                      1,                  0.995,                0.65154,                  1.427,                0.42169,                 1.3753,             0.00030588,             0.00030588,             0.00030588
                    369,                0.56586,                 0.3306,                0.89278,                0.99239,                      1,                  0.995,                0.65154,                  1.427,                0.42169,                 1.3753,             0.00030368,             0.00030368,             0.00030368
                    370,                0.54077,                0.30489,                0.89466,                0.99304,                      1,                  0.995,                0.64968,                 1.4188,                0.42101,                 1.3665,             0.00030148,             0.00030148,             0.00030148
                    371,                 0.5187,                0.29788,                0.87215,                0.99656,                      1,                  0.995,                0.66238,                 1.3904,                0.41596,                  1.338,             0.00029928,             0.00029928,             0.00029928
                    372,                0.58005,                 0.3213,                0.87629,                0.99602,                      1,                  0.995,                0.66713,                 1.3661,                0.41302,                 1.3194,             0.00029708,             0.00029708,             0.00029708
                    373,                0.61713,                0.32256,                0.93193,                0.99602,                      1,                  0.995,                0.66713,                 1.3661,                0.41302,                 1.3194,             0.00029488,             0.00029488,             0.00029488
                    374,                0.51996,                0.30364,                0.89317,                 0.9921,                      1,                  0.995,                0.66996,                 1.3553,                0.40805,                 1.3254,             0.00029268,             0.00029268,             0.00029268
                    375,                0.50837,                0.29958,                0.89005,                0.99141,                      1,                  0.995,                0.66918,                 1.3642,                0.41518,                 1.3386,             0.00029048,             0.00029048,             0.00029048
                    376,                0.54362,                0.31409,                0.88335,                0.99151,                      1,                  0.995,                 0.6553,                  1.376,                0.41852,                 1.3471,             0.00028828,             0.00028828,             0.00028828
                    377,                0.52024,                0.29977,                0.87304,                0.99151,                      1,                  0.995,                 0.6553,                  1.376,                0.41852,                 1.3471,             0.00028608,             0.00028608,             0.00028608
                    378,                0.53466,                0.31016,                0.87093,                0.99229,                      1,                  0.995,                0.66432,                 1.3894,                0.41779,                 1.3563,             0.00028388,             0.00028388,             0.00028388
                    379,                0.58171,                0.33992,                0.90836,                0.99299,                      1,                  0.995,                0.66759,                 1.3811,                0.41021,                 1.3506,             0.00028168,             0.00028168,             0.00028168
                    380,                0.50663,                0.32075,                0.86709,                0.99422,                      1,                  0.995,                0.66842,                 1.3629,                0.40555,                  1.332,             0.00027948,             0.00027948,             0.00027948
                    381,                  0.497,                0.29434,                0.86154,                0.99422,                      1,                  0.995,                0.66842,                 1.3629,                0.40555,                  1.332,             0.00027728,             0.00027728,             0.00027728
                    382,                0.50254,                0.28974,                0.89267,                0.99372,                      1,                  0.995,                0.67204,                 1.3404,                0.40148,                 1.3132,             0.00027508,             0.00027508,             0.00027508
                    383,                0.51887,                0.30705,                0.87361,                0.99301,                      1,                  0.995,                0.66166,                 1.3455,                0.40705,                 1.3244,             0.00027288,             0.00027288,             0.00027288
                    384,                0.48201,                0.28447,                0.85269,                0.99221,                      1,                  0.995,                0.66136,                 1.3552,                0.40921,                 1.3385,             0.00027068,             0.00027068,             0.00027068
                    385,                0.48261,                0.27905,                0.90082,                0.99221,                      1,                  0.995,                0.66136,                 1.3552,                0.40921,                 1.3385,             0.00026848,             0.00026848,             0.00026848
                    386,                0.48174,                0.28393,                0.87415,                0.99241,                      1,                  0.995,                0.66414,                 1.3615,                0.41459,                 1.3455,             0.00026628,             0.00026628,             0.00026628
                    387,                0.47151,                0.28285,                0.84471,                  0.993,                      1,                  0.995,                0.66207,                 1.3688,                0.41773,                 1.3552,             0.00026408,             0.00026408,             0.00026408
                    388,                0.47687,                0.28062,                0.87512,                0.99391,                      1,                  0.995,                0.65453,                 1.3799,                0.42104,                 1.3629,             0.00026188,             0.00026188,             0.00026188
                    389,                0.51423,                0.30065,                0.87722,                0.99391,                      1,                  0.995,                0.65453,                 1.3799,                0.42104,                 1.3629,             0.00025969,             0.00025969,             0.00025969
                    390,                 0.5107,                0.30187,                0.87709,                0.99426,                      1,                  0.995,                0.65275,                 1.3723,                0.41326,                 1.3538,             0.00025749,             0.00025749,             0.00025749
                    391,                0.46947,                0.27418,                0.85862,                0.99371,                      1,                  0.995,                0.65828,                 1.3529,                 0.4072,                 1.3329,             0.00025529,             0.00025529,             0.00025529
                    392,                0.50081,                0.30379,                0.87388,                0.99339,                      1,                  0.995,                0.66981,                  1.342,                0.39807,                 1.3216,             0.00025309,             0.00025309,             0.00025309
                    393,                0.49931,                0.29842,                0.86831,                0.99339,                      1,                  0.995,                0.66981,                  1.342,                0.39807,                 1.3216,             0.00025089,             0.00025089,             0.00025089
                    394,                0.49027,                0.27969,                0.88723,                0.99395,                      1,                  0.995,                0.67129,                 1.3447,                0.39353,                 1.3282,             0.00024869,             0.00024869,             0.00024869
                    395,                0.46208,                0.26993,                0.85432,                0.99398,                      1,                  0.995,                0.66742,                 1.3592,                0.39529,                 1.3505,             0.00024649,             0.00024649,             0.00024649
                    396,                0.48716,                0.28049,                0.85549,                0.99428,                      1,                  0.995,                0.65969,                 1.3763,                0.40582,                 1.3818,             0.00024429,             0.00024429,             0.00024429
                    397,                0.44683,                 0.2744,                0.86049,                0.99428,                      1,                  0.995,                0.65969,                 1.3763,                0.40582,                 1.3818,             0.00024209,             0.00024209,             0.00024209
                    398,                0.45532,                0.26601,                0.85633,                 0.9947,                      1,                  0.995,                0.66063,                 1.3801,                0.41498,                 1.3928,             0.00023989,             0.00023989,             0.00023989
                    399,                0.51846,                0.30237,                0.89245,                0.99452,                      1,                  0.995,                0.65735,                  1.368,                0.42399,                 1.3768,             0.00023769,             0.00023769,             0.00023769
                    400,                  0.478,                 0.3009,                0.86795,                0.99439,                      1,                  0.995,                0.65371,                 1.3593,                0.41866,                 1.3598,             0.00023549,             0.00023549,             0.00023549
                    401,                0.43775,                0.26657,                0.85563,                0.99439,                      1,                  0.995,                0.65371,                 1.3593,                0.41866,                 1.3598,             0.00023329,             0.00023329,             0.00023329
                    402,                0.49916,                0.31537,                0.87666,                0.99428,                      1,                  0.995,                0.65643,                 1.3574,                0.41654,                   1.35,             0.00023109,             0.00023109,             0.00023109
                    403,                0.46638,                0.27931,                0.86295,                  0.994,                      1,                  0.995,                0.64936,                 1.3613,                0.42001,                 1.3507,             0.00022889,             0.00022889,             0.00022889
                    404,                0.49819,                0.28743,                0.85463,                0.99374,                      1,                  0.995,                0.64271,                 1.3933,                0.42567,                 1.3797,             0.00022669,             0.00022669,             0.00022669
                    405,                0.46694,                0.28042,                0.88185,                0.99374,                      1,                  0.995,                0.64271,                 1.3933,                0.42567,                 1.3797,             0.00022449,             0.00022449,             0.00022449
                    406,                0.50845,                0.29365,                0.87871,                0.99364,                      1,                  0.995,                0.64153,                 1.4127,                0.42783,                 1.4014,             0.00022229,             0.00022229,             0.00022229
                    407,                0.48736,                0.27871,                0.86039,                0.99382,                      1,                  0.995,                0.63656,                 1.4305,                0.42988,                 1.4237,             0.00022009,             0.00022009,             0.00022009
                    408,                0.45683,                0.26967,                0.86162,                0.99334,                      1,                  0.995,                0.63113,                 1.4236,                0.42225,                 1.4212,             0.00021789,             0.00021789,             0.00021789
                    409,                0.47923,                0.27392,                0.85729,                0.99334,                      1,                  0.995,                0.63113,                 1.4236,                0.42225,                 1.4212,             0.00021569,             0.00021569,             0.00021569
                    410,                0.45481,                0.27461,                0.86375,                0.99268,                      1,                  0.995,                0.64495,                 1.3936,                0.42195,                 1.3966,             0.00021349,             0.00021349,             0.00021349
                    411,                0.47335,                0.28601,                0.87606,                0.99196,                      1,                  0.995,                0.65357,                 1.3573,                0.41669,                 1.3624,             0.00021129,             0.00021129,             0.00021129
                    412,                0.46656,                0.27806,                0.86176,                0.99192,                      1,                  0.995,                 0.6695,                 1.3243,                0.40435,                 1.3313,             0.00020909,             0.00020909,             0.00020909
                    413,                 0.4875,                0.28257,                0.89039,                0.99192,                      1,                  0.995,                 0.6695,                 1.3243,                0.40435,                 1.3313,             0.00020689,             0.00020689,             0.00020689
                    414,                0.47823,                 0.2739,                0.85839,                0.99173,                      1,                  0.995,                 0.6668,                 1.3263,                0.40385,                 1.3335,             0.00020469,             0.00020469,             0.00020469
                    415,                0.46065,                0.28147,                0.86423,                0.99204,                      1,                  0.995,                0.66112,                 1.3559,                0.41817,                 1.3653,             0.00020249,             0.00020249,             0.00020249
                    416,                0.45333,                0.27218,                 0.8579,                0.99242,                      1,                  0.995,                0.64398,                 1.3926,                0.42587,                 1.4076,             0.00020029,             0.00020029,             0.00020029
                    417,                0.49981,                0.28192,                0.89518,                0.99242,                      1,                  0.995,                0.64398,                 1.3926,                0.42587,                 1.4076,             0.00019809,             0.00019809,             0.00019809
                    418,                0.42822,                0.24951,                0.83883,                0.99277,                      1,                  0.995,                0.64061,                 1.4189,                0.43416,                 1.4406,             0.00019589,             0.00019589,             0.00019589
                    419,                 0.4892,                0.30699,                0.89605,                0.99338,                      1,                  0.995,                0.63889,                  1.425,                0.43689,                 1.4452,             0.00019369,             0.00019369,             0.00019369
                    420,                0.45865,                0.27315,                0.86511,                0.99401,                      1,                  0.995,                0.64193,                 1.4109,                0.42608,                 1.4269,             0.00019149,             0.00019149,             0.00019149
                    421,                0.48733,                0.28405,                0.87721,                0.99401,                      1,                  0.995,                0.64193,                 1.4109,                0.42608,                 1.4269,             0.00018929,             0.00018929,             0.00018929
                    422,                0.43854,                0.26193,                0.84096,                0.99435,                      1,                  0.995,                0.64138,                  1.404,                0.41924,                 1.4179,             0.00018709,             0.00018709,             0.00018709
                    423,                0.45765,                0.28303,                0.87473,                0.99439,                      1,                  0.995,                0.63626,                 1.4009,                0.41926,                 1.4186,             0.00018489,             0.00018489,             0.00018489
                    424,                0.47647,                0.28276,                0.86002,                 0.9943,                      1,                  0.995,                0.62327,                 1.4057,                0.42371,                 1.4365,             0.00018269,             0.00018269,             0.00018269
                    425,                 0.4573,                0.27559,                0.86237,                 0.9943,                      1,                  0.995,                0.62327,                 1.4057,                0.42371,                 1.4365,             0.00018049,             0.00018049,             0.00018049
                    426,                0.50219,                0.30587,                0.87171,                0.99414,                      1,                  0.995,                0.62579,                  1.409,                0.42115,                 1.4518,             0.00017829,             0.00017829,             0.00017829
                    427,                0.43861,                0.24911,                 0.8402,                0.99393,                      1,                  0.995,                0.63472,                 1.4073,                0.41797,                 1.4576,             0.00017609,             0.00017609,             0.00017609
                    428,                0.44301,                0.25688,                0.85307,                0.99386,                      1,                  0.995,                 0.6336,                 1.4034,                0.41558,                 1.4494,             0.00017389,             0.00017389,             0.00017389
                    429,                0.47113,                0.30922,                0.88939,                0.99386,                      1,                  0.995,                 0.6336,                 1.4034,                0.41558,                 1.4494,             0.00017169,             0.00017169,             0.00017169
                    430,                0.41793,                0.25621,                0.84548,                0.99409,                      1,                  0.995,                0.64013,                 1.3944,                0.41451,                 1.4317,             0.00016949,             0.00016949,             0.00016949
                    431,                0.45113,                0.27157,                0.85928,                0.99383,                      1,                  0.995,                0.65115,                 1.3787,                0.41039,                 1.4047,             0.00016729,             0.00016729,             0.00016729
                    432,                0.44305,                0.25433,                0.86616,                0.99334,                      1,                  0.995,                0.65306,                 1.3678,                0.40822,                 1.3845,             0.00016509,             0.00016509,             0.00016509
                    433,                0.46061,                0.28615,                0.85866,                0.99334,                      1,                  0.995,                0.65306,                 1.3678,                0.40822,                 1.3845,             0.00016289,             0.00016289,             0.00016289
                    434,                0.44895,                0.26348,                 0.8513,                0.99305,                      1,                  0.995,                0.65878,                 1.3544,                0.40873,                 1.3596,              0.0001607,              0.0001607,              0.0001607
                    435,                0.46413,                 0.2856,                0.87799,                0.99279,                      1,                  0.995,                0.66333,                 1.3566,                0.40481,                 1.3617,              0.0001585,              0.0001585,              0.0001585
                    436,                0.42687,                0.25068,                0.87259,                 0.9928,                      1,                  0.995,                 0.6586,                 1.3763,                0.40848,                 1.3895,              0.0001563,              0.0001563,              0.0001563
                    437,                0.45573,                0.27859,                0.86965,                 0.9928,                      1,                  0.995,                 0.6586,                 1.3763,                0.40848,                 1.3895,              0.0001541,              0.0001541,              0.0001541
                    438,                0.45975,                0.25633,                0.86589,                0.99299,                      1,                  0.995,                0.64392,                 1.4002,                0.41199,                 1.4193,              0.0001519,              0.0001519,              0.0001519
                    439,                0.41603,                0.25063,                0.84124,                0.99343,                      1,                  0.995,                0.64543,                 1.4166,                0.42364,                 1.4343,              0.0001497,              0.0001497,              0.0001497
                    440,                0.45789,                0.25556,                0.88236,                0.99389,                      1,                  0.995,                0.64373,                 1.4168,                0.42296,                 1.4301,              0.0001475,              0.0001475,              0.0001475
                    441,                 0.4402,                0.26907,                0.85705,                0.99389,                      1,                  0.995,                0.64373,                 1.4168,                0.42296,                 1.4301,              0.0001453,              0.0001453,              0.0001453
                    442,                0.40985,                0.24807,                0.85247,                0.99411,                      1,                  0.995,                0.65316,                 1.4046,                0.42245,                 1.4135,              0.0001431,              0.0001431,              0.0001431
                    443,                0.43151,                0.26026,                0.87014,                0.99438,                      1,                  0.995,                0.66278,                 1.3932,                0.41502,                 1.4045,              0.0001409,              0.0001409,              0.0001409
                    444,                0.44903,                0.25365,                0.87249,                0.99451,                      1,                  0.995,                0.65793,                 1.3837,                0.41393,                 1.3983,              0.0001387,              0.0001387,              0.0001387
                    445,                0.43566,                0.24844,                0.85305,                0.99451,                      1,                  0.995,                0.65793,                 1.3837,                0.41393,                 1.3983,              0.0001365,              0.0001365,              0.0001365
                    446,                0.47256,                0.29774,                0.87914,                 0.9942,                      1,                  0.995,                0.66113,                 1.3783,                0.41066,                 1.3924,              0.0001343,              0.0001343,              0.0001343
                    447,                0.41827,                0.25158,                0.84759,                0.99388,                      1,                  0.995,                0.65926,                 1.3736,                0.41016,                 1.3959,              0.0001321,              0.0001321,              0.0001321
                    448,                0.44217,                0.28275,                0.87399,                 0.9935,                      1,                  0.995,                0.65834,                 1.3826,                0.41078,                 1.4095,              0.0001299,              0.0001299,              0.0001299
                    449,                0.43107,                0.25507,                0.86664,                 0.9935,                      1,                  0.995,                0.65834,                 1.3826,                0.41078,                 1.4095,              0.0001277,              0.0001277,              0.0001277
                    450,                0.42172,                0.26583,                0.85522,                0.99346,                      1,                  0.995,                0.65527,                 1.3807,                0.40763,                 1.4047,              0.0001255,              0.0001255,              0.0001255
                    451,                0.42858,                0.26146,                0.86378,                0.99351,                      1,                  0.995,                0.65732,                 1.3728,                0.40402,                 1.3921,              0.0001233,              0.0001233,              0.0001233
                    452,                0.41026,                0.24922,                0.86985,                0.99383,                      1,                  0.995,                0.65908,                 1.3604,                0.39656,                 1.3706,              0.0001211,              0.0001211,              0.0001211
                    453,                0.39234,                0.26446,                0.84409,                0.99383,                      1,                  0.995,                0.65908,                 1.3604,                0.39656,                 1.3706,              0.0001189,              0.0001189,              0.0001189
                    454,                0.39481,                0.25103,                0.85659,                0.99403,                      1,                  0.995,                0.66197,                 1.3536,                0.39483,                 1.3614,              0.0001167,              0.0001167,              0.0001167
                    455,                0.40448,                0.23805,                0.85979,                0.99411,                      1,                  0.995,                0.66201,                 1.3517,                0.39674,                 1.3583,              0.0001145,              0.0001145,              0.0001145
                    456,                0.41066,                0.25258,                0.85213,                0.99422,                      1,                  0.995,                0.66721,                 1.3573,                0.39812,                 1.3646,              0.0001123,              0.0001123,              0.0001123
                    457,                0.39585,                0.25092,                0.86813,                0.99422,                      1,                  0.995,                0.66721,                 1.3573,                0.39812,                 1.3646,              0.0001101,              0.0001101,              0.0001101
                    458,                0.42733,                0.25887,                0.86365,                0.99408,                      1,                  0.995,                0.66044,                 1.3668,                0.40201,                 1.3782,              0.0001079,              0.0001079,              0.0001079
                    459,                0.40338,                0.24263,                0.84884,                0.99409,                      1,                  0.995,                0.66132,                 1.3715,                0.40647,                 1.3831,              0.0001057,              0.0001057,              0.0001057
                    460,                0.39973,                0.24478,                0.84537,                0.99412,                      1,                  0.995,                0.66071,                 1.3759,                0.41104,                 1.3889,              0.0001035,              0.0001035,              0.0001035
                    461,                0.45234,                 0.2684,                0.88258,                0.99412,                      1,                  0.995,                0.66071,                 1.3759,                0.41104,                 1.3889,              0.0001013,              0.0001013,              0.0001013
                    462,                 0.4495,                 0.2736,                 0.8756,                0.99415,                      1,                  0.995,                0.65741,                  1.382,                0.42009,                 1.3968,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    463,                0.44322,                0.25556,                0.85979,                0.99407,                      1,                  0.995,                0.65892,                 1.3825,                0.42015,                 1.3956,             9.6901e-05,             9.6901e-05,             9.6901e-05
                    464,                0.45382,                0.27627,                 0.8763,                0.99398,                      1,                  0.995,                0.65933,                  1.383,                0.42414,                 1.3962,             9.4702e-05,             9.4702e-05,             9.4702e-05
                    465,                0.39901,                0.25409,                0.83659,                0.99398,                      1,                  0.995,                0.65933,                  1.383,                0.42414,                 1.3962,             9.2502e-05,             9.2502e-05,             9.2502e-05
                    466,                0.42536,                0.26756,                0.85407,                0.99394,                      1,                  0.995,                0.65593,                 1.3867,                0.42219,                 1.3979,             9.0302e-05,             9.0302e-05,             9.0302e-05
                    467,                0.43712,                0.25889,                0.84849,                0.99391,                      1,                  0.995,                0.64839,                 1.3866,                0.41822,                 1.3942,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    468,                 0.4114,                0.25923,                0.85964,                0.99385,                      1,                  0.995,                0.65169,                 1.3841,                0.41363,                 1.3923,             8.5903e-05,             8.5903e-05,             8.5903e-05
